G.STA. CLAR,"A, SON","(31 42 N, 114 30 W)"
Fecha Inici,al: 2018/0,01-ene
Fecha Final,:   2018/1,ene-13
Zona de Tie,mpo: 0,
Intervalo d,e Muestreo,: 60 minuto(s)
Nivel de Re,ferencia:,Bajamar Media Inferior (NBMI)
Alturas en,metros,
07/10/2018,02 00 00,-0.502
07/10/2018,03 00 00,-0.009
07/10/2018,04 00 00,1.103
07/10/2018,05 00 00,2.546
07/10/2018,06 00 00,3.944
07/10/2018,07 00 00,4.932
07/10/2018,08 00 00,5.241
07/10/2018,09 00 00,4.774
07/10/2018,10 00 00,3.636
07/10/2018,11 00 00,2.105
07/10/2018,12 00 00,0.571
07/10/2018,13 00 00,-0.566
07/10/2018,14 00 00,-1.001
07/10/2018,15 00 00,-0.606
07/10/2018,16 00 00,0.533
07/10/2018,17 00 00,2.134
07/10/2018,18 00 00,3.792
07/10/2018,19 00 00,5.083
07/10/2018,20 00 00,5.677
07/10/2018,21 00 00,5.423
07/10/2018,22 00 00,4.389
07/10/2018,23 00 00,2.843
08/10/2018,00 00 00,1.182
08/10/2018,01 00 00,-0.17
08/10/2018,02 00 00,-0.87
08/10/2018,03 00 00,-0.742
08/10/2018,04 00 00,0.179
08/10/2018,05 00 00,1.658
08/10/2018,06 00 00,3.318
08/10/2018,07 00 00,4.736
08/10/2018,08 00 00,5.547
08/10/2018,09 00 00,5.538
08/10/2018,10 00 00,4.703
08/10/2018,11 00 00,3.247
08/10/2018,12 00 00,1.539
08/10/2018,13 00 00,0.015
08/10/2018,14 00 00,-0.929
08/10/2018,15 00 00,-1.044
08/10/2018,16 00 00,-0.292
08/10/2018,17 00 00,1.135
08/10/2018,18 00 00,2.871
08/10/2018,19 00 00,4.466
08/10/2018,20 00 00,5.504
08/10/2018,21 00 00,5.715
08/10/2018,22 00 00,5.046
08/10/2018,23 00 00,3.669
09/10/2018,00 00 00,1.941
09/10/2018,01 00 00,0.306
09/10/2018,02 00 00,-0.817
09/10/2018,03 00 00,-1.143
09/10/2018,04 00 00,-0.592
09/10/2018,05 00 00,0.696
09/10/2018,06 00 00,2.397
09/10/2018,07 00 00,4.083
09/10/2018,08 00 00,5.332
09/10/2018,09 00 00,5.832
09/10/2018,10 00 00,5.46
09/10/2018,11 00 00,4.311
09/10/2018,12 00 00,2.68
09/10/2018,13 00 00,0.981
09/10/2018,14 00 00,-0.348
09/10/2018,15 00 00,-0.967
09/10/2018,16 00 00,-0.718
09/10/2018,17 00 00,0.333
09/10/2018,18 00 00,1.909
09/10/2018,19 00 00,3.594
09/10/2018,20 00 00,4.944
09/10/2018,21 00 00,5.602
09/10/2018,22 00 00,5.394
09/10/2018,23 00 00,4.372
10/10/2018,00 00 00,2.802
10/10/2018,01 00 00,1.089
10/10/2018,02 00 00,-0.326
10/10/2018,03 00 00,-1.084
10/10/2018,04 00 00,-0.992
10/10/2018,05 00 00,-0.077
10/10/2018,06 00 00,1.431
10/10/2018,07 00 00,3.155
10/10/2018,08 00 00,4.669
10/10/2018,09 00 00,5.602
10/10/2018,10 00 00,5.734
10/10/2018,11 00 00,5.044
10/10/2018,12 00 00,3.715
10/10/2018,13 00 00,2.093
10/10/2018,14 00 00,0.592
10/10/2018,15 00 00,-0.406
10/10/2018,16 00 00,-0.65
10/10/2018,17 00 00,-0.085
10/10/2018,18 00 00,1.13
10/10/2018,19 00 00,2.669
10/10/2018,20 00 00,4.119
10/10/2018,21 00 00,5.092
10/10/2018,22 00 00,5.327
10/10/2018,23 00 00,4.758
11/10/2018,00 00 00,3.532
11/10/2018,01 00 00,1.967
11/10/2018,02 00 00,0.467
11/10/2018,03 00 00,-0.583
11/10/2018,04 00 00,-0.917
11/10/2018,05 00 00,-0.455
11/10/2018,06 00 00,0.686
11/10/2018,07 00 00,2.218
11/10/2018,08 00 00,3.766
11/10/2018,09 00 00,4.955
11/10/2018,10 00 00,5.505
11/10/2018,11 00 00,5.301
11/10/2018,12 00 00,4.415
11/10/2018,13 00 00,3.083
11/10/2018,14 00 00,1.653
11/10/2018,15 00 00,0.487
11/10/2018,16 00 00,-0.123
11/10/2018,17 00 00,-0.032
11/10/2018,18 00 00,0.721
11/10/2018,19 00 00,1.922
11/10/2018,20 00 00,3.243
11/10/2018,21 00 00,4.322
11/10/2018,22 00 00,4.867
11/10/2018,23 00 00,4.727
12/10/2018,00 00 00,3.934
12/10/2018,01 00 00,2.693
12/10/2018,02 00 00,1.328
12/10/2018,03 00 00,0.189
12/10/2018,04 00 00,-0.431
12/10/2018,05 00 00,-0.379
12/10/2018,06 00 00,0.328
12/10/2018,07 00 00,1.512
12/10/2018,08 00 00,2.88
12/10/2018,09 00 00,4.103
12/10/2018,10 00 00,4.897
12/10/2018,11 00 00,5.09
12/10/2018,12 00 00,4.663
12/10/2018,13 00 00,3.745
12/10/2018,14 00 00,2.584
12/10/2018,15 00 00,1.479
12/10/2018,16 00 00,0.705
12/10/2018,17 00 00,0.448
12/10/2018,18 00 00,0.756
12/10/2018,19 00 00,1.528
12/10/2018,20 00 00,2.542
12/10/2018,21 00 00,3.514
12/10/2018,22 00 00,4.171
12/10/2018,23 00 00,4.33
13/10/2018,00 00 00,3.939
13/10/2018,01 00 00,3.098
13/10/2018,02 00 00,2.024
13/10/2018,03 00 00,0.996
13/10/2018,04 00 00,0.279
13/10/2018,05 00 00,0.054
13/10/2018,06 00 00,0.374
13/10/2018,07 00 00,1.157
13/10/2018,08 00 00,2.208
13/10/2018,09 00 00,3.274
13/10/2018,10 00 00,4.11
13/10/2018,11 00 00,4.537
13/10/2018,12 00 00,4.482
13/10/2018,13 00 00,3.99
13/10/2018,14 00 00,3.206
13/10/2018,15 00 00,2.339
13/10/2018,16 00 00,1.61
13/10/2018,17 00 00,1.192
13/10/2018,18 00 00,1.174
13/10/2018,19 00 00,1.539
13/10/2018,20 00 00,2.168
13/10/2018,21 00 00,2.875
13/10/2018,22 00 00,3.452
13/10/2018,23 00 00,3.731
14/10/2018,00 00 00,3.625
14/10/2018,01 00 00,3.151
14/10/2018,02 00 00,2.43
14/10/2018,03 00 00,1.647
14/10/2018,04 00 00,1.005
14/10/2018,05 00 00,0.668
14/10/2018,06 00 00,0.719
14/10/2018,07 00 00,1.142
14/10/2018,08 00 00,1.831
14/10/2018,09 00 00,2.621
14/10/2018,10 00 00,3.334
14/10/2018,11 00 00,3.82
14/10/2018,12 00 00,3.994
14/10/2018,13 00 00,3.848
14/10/2018,14 00 00,3.448
14/10/2018,15 00 00,2.914
14/10/2018,16 00 00,2.384
14/10/2018,17 00 00,1.988
14/10/2018,18 00 00,1.809
14/10/2018,19 00 00,1.873
14/10/2018,20 00 00,2.139
14/10/2018,21 00 00,2.515
14/10/2018,22 00 00,2.88
14/10/2018,23 00 00,3.117
15/10/2018,00 00 00,3.144
15/10/2018,01 00 00,2.94
15/10/2018,02 00 00,2.548
15/10/2018,03 00 00,2.063
15/10/2018,04 00 00,1.61
15/10/2018,05 00 00,1.303
15/10/2018,06 00 00,1.218
15/10/2018,07 00 00,1.374
15/10/2018,08 00 00,1.731
15/10/2018,09 00 00,2.204
15/10/2018,10 00 00,2.691
15/10/2018,11 00 00,3.094
15/10/2018,12 00 00,3.349
15/10/2018,13 00 00,3.43
15/10/2018,14 00 00,3.351
15/10/2018,15 00 00,3.157
15/10/2018,16 00 00,2.907
15/10/2018,17 00 00,2.663
15/10/2018,18 00 00,2.474
15/10/2018,19 00 00,2.371
15/10/2018,20 00 00,2.36
15/10/2018,21 00 00,2.421
15/10/2018,22 00 00,2.517
15/10/2018,23 00 00,2.602
16/10/2018,00 00 00,2.634
16/10/2018,01 00 00,2.585
16/10/2018,02 00 00,2.453
16/10/2018,03 00 00,2.26
16/10/2018,04 00 00,2.049
16/10/2018,05 00 00,1.868
16/10/2018,06 00 00,1.762
16/10/2018,07 00 00,1.753
16/10/2018,08 00 00,1.843
16/10/2018,09 00 00,2.011
16/10/2018,10 00 00,2.228
16/10/2018,11 00 00,2.459
16/10/2018,12 00 00,2.678
16/10/2018,13 00 00,2.868
16/10/2018,14 00 00,3.017
16/10/2018,15 00 00,3.116
16/10/2018,16 00 00,3.157
16/10/2018,17 00 00,3.133
16/10/2018,18 00 00,3.041
16/10/2018,19 00 00,2.889
16/10/2018,20 00 00,2.699
16/10/2018,21 00 00,2.502
16/10/2018,22 00 00,2.33
16/10/2018,23 00 00,2.211
17/10/2018,00 00 00,2.16
17/10/2018,01 00 00,2.17
17/10/2018,02 00 00,2.22
17/10/2018,03 00 00,2.283
17/10/2018,04 00 00,2.328
17/10/2018,05 00 00,2.334
17/10/2018,06 00 00,2.293
17/10/2018,07 00 00,2.211
17/10/2018,08 00 00,2.106
17/10/2018,09 00 00,2.006
17/10/2018,10 00 00,1.945
17/10/2018,11 00 00,1.955
17/10/2018,12 00 00,2.058
17/10/2018,13 00 00,2.263
17/10/2018,14 00 00,2.551
17/10/2018,15 00 00,2.881
17/10/2018,16 00 00,3.188
17/10/2018,17 00 00,3.402
17/10/2018,18 00 00,3.465
17/10/2018,19 00 00,3.348
17/10/2018,20 00 00,3.064
17/10/2018,21 00 00,2.671
17/10/2018,22 00 00,2.256
17/10/2018,23 00 00,1.916
18/10/2018,00 00 00,1.725
18/10/2018,01 00 00,1.72
18/10/2018,02 00 00,1.886
18/10/2018,03 00 00,2.163
18/10/2018,04 00 00,2.462
18/10/2018,05 00 00,2.693
18/10/2018,06 00 00,2.785
18/10/2018,07 00 00,2.708
18/10/2018,08 00 00,2.478
18/10/2018,09 00 00,2.155
18/10/2018,10 00 00,1.827
18/10/2018,11 00 00,1.59
18/10/2018,12 00 00,1.523
18/10/2018,13 00 00,1.671
18/10/2018,14 00 00,2.025
18/10/2018,15 00 00,2.525
18/10/2018,16 00 00,3.065
18/10/2018,17 00 00,3.518
18/10/2018,18 00 00,3.767
18/10/2018,19 00 00,3.739
18/10/2018,20 00 00,3.424
18/10/2018,21 00 00,2.89
18/10/2018,22 00 00,2.261
18/10/2018,23 00 00,1.692
19/10/2018,00 00 00,1.323
19/10/2018,01 00 00,1.242
19/10/2018,02 00 00,1.46
19/10/2018,03 00 00,1.906
19/10/2018,04 00 00,2.448
19/10/2018,05 00 00,2.93
19/10/2018,06 00 00,3.214
19/10/2018,07 00 00,3.218
19/10/2018,08 00 00,2.936
19/10/2018,09 00 00,2.441
19/10/2018,10 00 00,1.865
19/10/2018,11 00 00,1.364
19/10/2018,12 00 00,1.082
19/10/2018,13 00 00,1.111
19/10/2018,14 00 00,1.468
19/10/2018,15 00 00,2.087
19/10/2018,16 00 00,2.829
19/10/2018,17 00 00,3.517
19/10/2018,18 00 00,3.978
19/10/2018,19 00 00,4.084
19/10/2018,20 00 00,3.794
19/10/2018,21 00 00,3.167
19/10/2018,22 00 00,2.352
19/10/2018,23 00 00,1.552
20/10/2018,00 00 00,0.969
20/10/2018,01 00 00,0.752
20/10/2018,02 00 00,0.955
20/10/2018,03 00 00,1.516
20/10/2018,04 00 00,2.277
20/10/2018,05 00 00,3.027
20/10/2018,06 00 00,3.556
20/10/2018,07 00 00,3.718
20/10/2018,08 00 00,3.463
20/10/2018,09 00 00,2.859
20/10/2018,10 00 00,2.063
20/10/2018,11 00 00,1.291
20/10/2018,12 00 00,0.751
20/10/2018,13 00 00,0.597
20/10/2018,14 00 00,0.888
20/10/2018,15 00 00,1.567
20/10/2018,16 00 00,2.478
20/10/2018,17 00 00,3.399
20/10/2018,18 00 00,4.098
20/10/2018,19 00 00,4.39
20/10/2018,20 00 00,4.187
20/10/2018,21 00 00,3.526
20/10/2018,22 00 00,2.562
20/10/2018,23 00 00,1.535
21/10/2018,00 00 00,0.707
21/10/2018,01 00 00,0.294
21/10/2018,02 00 00,0.405
21/10/2018,03 00 00,1.009
21/10/2018,04 00 00,1.946
21/10/2018,05 00 00,2.96
21/10/2018,06 00 00,3.777
21/10/2018,07 00 00,4.174
21/10/2018,08 00 00,4.04
21/10/2018,09 00 00,3.41
21/10/2018,10 00 00,2.448
21/10/2018,11 00 00,1.41
21/10/2018,12 00 00,0.575
21/10/2018,13 00 00,0.167
21/10/2018,14 00 00,0.305
21/10/2018,15 00 00,0.966
21/10/2018,16 00 00,1.993
21/10/2018,17 00 00,3.131
21/10/2018,18 00 00,4.092
21/10/2018,19 00 00,4.626
21/10/2018,20 00 00,4.586
21/10/2018,21 00 00,3.967
21/10/2018,22 00 00,2.914
21/10/2018,23 00 00,1.686
22/10/2018,00 00 00,0.597
22/10/2018,01 00 00,-0.071
22/10/2018,02 00 00,-0.138
22/10/2018,03 00 00,0.418
22/10/2018,04 00 00,1.456
22/10/2018,05 00 00,2.703
22/10/2018,06 00 00,3.829
22/10/2018,07 00 00,4.533
22/10/2018,08 00 00,4.625
22/10/2018,09 00 00,4.08
22/10/2018,10 00 00,3.039
22/10/2018,11 00 00,1.779
22/10/2018,12 00 00,0.633
22/10/2018,13 00 00,-0.095
22/10/2018,14 00 00,-0.21
22/10/2018,15 00 00,0.324
22/10/2018,16 00 00,1.376
22/10/2018,17 00 00,2.68
22/10/2018,18 00 00,3.902
22/10/2018,19 00 00,4.727
22/10/2018,20 00 00,4.934
22/10/2018,21 00 00,4.457
22/10/2018,22 00 00,3.406
22/10/2018,23 00 00,2.038
23/10/2018,00 00 00,0.699
23/10/2018,01 00 00,-0.265
23/10/2018,02 00 00,-0.598
23/10/2018,03 00 00,-0.203
23/10/2018,04 00 00,0.827
23/10/2018,05 00 00,2.231
23/10/2018,06 00 00,3.647
23/10/2018,07 00 00,4.705
23/10/2018,08 00 00,5.127
23/10/2018,09 00 00,4.803
23/10/2018,10 00 00,3.818
23/10/2018,11 00 00,2.432
23/10/2018,12 00 00,1.011
23/10/2018,13 00 00,-0.073
23/10/2018,14 00 00,-0.537
23/10/2018,15 00 00,-0.26
23/10/2018,16 00 00,0.684
23/10/2018,17 00 00,2.051
23/10/2018,18 00 00,3.485
23/10/2018,19 00 00,4.614
23/10/2018,20 00 00,5.139
23/10/2018,21 00 00,4.916
23/10/2018,22 00 00,3.99
23/10/2018,23 00 00,2.587
24/10/2018,00 00 00,1.057
24/10/2018,01 00 00,-0.206
24/10/2018,02 00 00,-0.873
24/10/2018,03 00 00,-0.759
24/10/2018,04 00 00,0.12
24/10/2018,05 00 00,1.551
24/10/2018,06 00 00,3.176
24/10/2018,07 00 00,4.58
24/10/2018,08 00 00,5.404
24/10/2018,09 00 00,5.438
24/10/2018,10 00 00,4.678
24/10/2018,11 00 00,3.326
24/10/2018,12 00 00,1.74
24/10/2018,13 00 00,0.333
24/10/2018,14 00 00,-0.529
24/10/2018,15 00 00,-0.63
24/10/2018,16 00 00,0.049
24/10/2018,17 00 00,1.322
24/10/2018,18 00 00,2.85
24/10/2018,19 00 00,4.232
24/10/2018,20 00 00,5.102
24/10/2018,21 00 00,5.227
24/10/2018,22 00 00,4.565
24/10/2018,23 00 00,3.274
25/10/2018,00 00 00,1.675
25/10/2018,01 00 00,0.173
25/10/2018,02 00 00,-0.845
25/10/2018,03 00 00,-1.108
25/10/2018,04 00 00,-0.534
25/10/2018,05 00 00,0.747
25/10/2018,06 00 00,2.425
25/10/2018,07 00 00,4.082
25/10/2018,08 00 00,5.305
25/10/2018,09 00 00,5.79
25/10/2018,10 00 00,5.421
25/10/2018,11 00 00,4.306
25/10/2018,12 00 00,2.743
25/10/2018,13 00 00,1.141
25/10/2018,14 00 00,-0.083
25/10/2018,15 00 00,-0.622
25/10/2018,16 00 00,-0.35
25/10/2018,17 00 00,0.646
25/10/2018,18 00 00,2.089
25/10/2018,19 00 00,3.59
25/10/2018,20 00 00,4.75
25/10/2018,21 00 00,5.259
25/10/2018,22 00 00,4.976
25/10/2018,23 00 00,3.963
26/10/2018,00 00 00,2.469
26/10/2018,01 00 00,0.868
26/10/2018,02 00 00,-0.433
26/10/2018,03 00 00,-1.099
26/10/2018,04 00 00,-0.948
26/10/2018,05 00 00,-0.002
26/10/2018,06 00 00,1.518
26/10/2018,07 00 00,3.244
26/10/2018,08 00 00,4.756
26/10/2018,09 00 00,5.685
26/10/2018,10 00 00,5.812
26/10/2018,11 00 00,5.123
26/10/2018,12 00 00,3.813
26/10/2018,13 00 00,2.232
26/10/2018,14 00 00,0.792
26/10/2018,15 00 00,-0.141
26/10/2018,16 00 00,-0.34
26/10/2018,17 00 00,0.223
26/10/2018,18 00 00,1.375
26/10/2018,19 00 00,2.796
26/10/2018,20 00 00,4.097
26/10/2018,21 00 00,4.929
26/10/2018,22 00 00,5.065
26/10/2018,23 00 00,4.461
27/10/2018,00 00 00,3.261
27/10/2018,01 00 00,1.763
27/10/2018,02 00 00,0.34
27/10/2018,03 00 00,-0.648
27/10/2018,04 00 00,-0.946
27/10/2018,05 00 00,-0.467
27/10/2018,06 00 00,0.685
27/10/2018,07 00 00,2.24
27/10/2018,08 00 00,3.827
27/10/2018,09 00 00,5.069
27/10/2018,10 00 00,5.676
27/10/2018,11 00 00,5.521
27/10/2018,12 00 00,4.667
27/10/2018,13 00 00,3.356
27/10/2018,14 00 00,1.937
27/10/2018,15 00 00,0.776
27/10/2018,16 00 00,0.161
27/10/2018,17 00 00,0.227
27/10/2018,18 00 00,0.926
27/10/2018,19 00 00,2.046
27/10/2018,20 00 00,3.269
27/10/2018,21 00 00,4.257
27/10/2018,22 00 00,4.741
27/10/2018,23 00 00,4.585
28/10/2018,00 00 00,3.821
28/10/2018,01 00 00,2.632
28/10/2018,02 00 00,1.313
28/10/2018,03 00 00,0.189
28/10/2018,04 00 00,-0.46
28/10/2018,05 00 00,-0.466
28/10/2018,06 00 00,0.182
28/10/2018,07 00 00,1.341
28/10/2018,08 00 00,2.742
28/10/2018,09 00 00,4.06
28/10/2018,10 00 00,4.994
28/10/2018,11 00 00,5.34
28/10/2018,12 00 00,5.044
28/10/2018,13 00 00,4.21
28/10/2018,14 00 00,3.073
28/10/2018,15 00 00,1.936
28/10/2018,16 00 00,1.085
28/10/2018,17 00 00,0.723
28/10/2018,18 00 00,0.912
28/10/2018,19 00 00,1.567
28/10/2018,20 00 00,2.484
28/10/2018,21 00 00,3.397
28/10/2018,22 00 00,4.048
28/10/2018,23 00 00,4.258
29/10/2018,00 00 00,3.961
29/10/2018,01 00 00,3.225
29/10/2018,02 00 00,2.227
29/10/2018,03 00 00,1.207
29/10/2018,04 00 00,0.412
29/10/2018,05 00 00,0.037
29/10/2018,06 00 00,0.177
29/10/2018,07 00 00,0.809
29/10/2018,08 00 00,1.794
29/10/2018,09 00 00,2.914
29/10/2018,10 00 00,3.921
29/10/2018,11 00 00,4.599
29/10/2018,12 00 00,4.813
29/10/2018,13 00 00,4.546
29/10/2018,14 00 00,3.894
29/10/2018,15 00 00,3.043
29/10/2018,16 00 00,2.217
29/10/2018,17 00 00,1.618
29/10/2018,18 00 00,1.376
29/10/2018,19 00 00,1.52
29/10/2018,20 00 00,1.973
29/10/2018,21 00 00,2.584
29/10/2018,22 00 00,3.167
29/10/2018,23 00 00,3.552
30/10/2018,00 00 00,3.63
30/10/2018,01 00 00,3.37
30/10/2018,02 00 00,2.831
30/10/2018,03 00 00,2.134
30/10/2018,04 00 00,1.442
30/10/2018,05 00 00,0.914
30/10/2018,06 00 00,0.676
30/10/2018,07 00 00,0.789
30/10/2018,08 00 00,1.237
30/10/2018,09 00 00,1.934
30/10/2018,10 00 00,2.738
30/10/2018,11 00 00,3.485
30/10/2018,12 00 00,4.027
30/10/2018,13 00 00,4.266
30/10/2018,14 00 00,4.175
30/10/2018,15 00 00,3.802
30/10/2018,16 00 00,3.257
30/10/2018,17 00 00,2.68
30/10/2018,18 00 00,2.204
30/10/2018,19 00 00,1.925
30/10/2018,20 00 00,1.878
30/10/2018,21 00 00,2.04
30/10/2018,22 00 00,2.335
30/10/2018,23 00 00,2.664
31/10/2018,00 00 00,2.926
31/10/2018,01 00 00,3.045
31/10/2018,02 00 00,2.981
31/10/2018,03 00 00,2.739
31/10/2018,04 00 00,2.364
31/10/2018,05 00 00,1.933
31/10/2018,06 00 00,1.537
31/10/2018,07 00 00,1.268
31/10/2018,08 00 00,1.196
31/10/2018,09 00 00,1.358
31/10/2018,10 00 00,1.741
31/10/2018,11 00 00,2.285
31/10/2018,12 00 00,2.894
31/10/2018,13 00 00,3.452
31/10/2018,14 00 00,3.853
31/10/2018,15 00 00,4.022
31/10/2018,16 00 00,3.937
31/10/2018,17 00 00,3.625
31/10/2018,18 00 00,3.164
31/10/2018,19 00 00,2.653
31/10/2018,20 00 00,2.197
31/10/2018,21 00 00,1.881
31/10/2018,22 00 00,1.753
31/10/2018,23 00 00,1.82
01/11/2018,00 00 00,2.045
01/11/2018,01 00 00,2.354
01/11/2018,02 00 00,2.671
01/11/2018,03 00 00,2.901
01/11/2018,04 00 00,2.971
01/11/2018,05 00 00,2.846
01/11/2018,06 00 00,2.536
01/11/2018,07 00 00,2.103
01/11/2018,08 00 00,1.649
01/11/2018,09 00 00,1.295
01/11/2018,10 00 00,1.15
01/11/2018,11 00 00,1.283
01/11/2018,12 00 00,1.696
01/11/2018,13 00 00,2.32
01/11/2018,14 00 00,3.032
01/11/2018,15 00 00,3.676
01/11/2018,16 00 00,4.108
01/11/2018,17 00 00,4.23
01/11/2018,18 00 00,4.012
01/11/2018,19 00 00,3.502
01/11/2018,20 00 00,2.814
01/11/2018,21 00 00,2.101
01/11/2018,22 00 00,1.518
01/11/2018,23 00 00,1.19
02/11/2018,00 00 00,1.182
02/11/2018,01 00 00,1.486
02/11/2018,02 00 00,2.015
02/11/2018,03 00 00,2.632
02/11/2018,04 00 00,3.169
02/11/2018,05 00 00,3.476
02/11/2018,06 00 00,3.455
02/11/2018,07 00 00,3.092
02/11/2018,08 00 00,2.464
02/11/2018,09 00 00,1.726
02/11/2018,10 00 00,1.074
02/11/2018,11 00 00,0.694
02/11/2018,12 00 00,0.711
02/11/2018,13 00 00,1.152
02/11/2018,14 00 00,1.934
02/11/2018,15 00 00,2.88
02/11/2018,16 00 00,3.764
02/11/2018,17 00 00,4.372
02/11/2018,18 00 00,4.55
02/11/2018,19 00 00,4.251
02/11/2018,20 00 00,3.541
02/11/2018,21 00 00,2.589
02/11/2018,22 00 00,1.619
02/11/2018,23 00 00,0.861
03/11/2018,00 00 00,0.494
03/11/2018,01 00 00,0.602
03/11/2018,02 00 00,1.152
03/11/2018,03 00 00,2.005
03/11/2018,04 00 00,2.94
03/11/2018,05 00 00,3.713
03/11/2018,06 00 00,4.116
03/11/2018,07 00 00,4.029
03/11/2018,08 00 00,3.457
03/11/2018,09 00 00,2.535
03/11/2018,10 00 00,1.497
03/11/2018,11 00 00,0.615
03/11/2018,12 00 00,0.135
03/11/2018,13 00 00,0.2
03/11/2018,14 00 00,0.815
03/11/2018,15 00 00,1.841
03/11/2018,16 00 00,3.025
03/11/2018,17 00 00,4.069
03/11/2018,18 00 00,4.705
03/11/2018,19 00 00,4.767
03/11/2018,20 00 00,4.232
03/11/2018,21 00 00,3.23
03/11/2018,22 00 00,2.005
03/11/2018,23 00 00,0.86
04/11/2018,00 00 00,0.077
04/11/2018,01 00 00,-0.15
04/11/2018,02 00 00,0.235
04/11/2018,03 00 00,1.139
04/11/2018,04 00 00,2.335
04/11/2018,05 00 00,3.522
04/11/2018,06 00 00,4.396
04/11/2018,07 00 00,4.727
04/11/2018,08 00 00,4.419
04/11/2018,09 00 00,3.54
04/11/2018,10 00 00,2.308
04/11/2018,11 00 00,1.038
04/11/2018,12 00 00,0.063
04/11/2018,13 00 00,-0.354
04/11/2018,14 00 00,-0.093
04/11/2018,15 00 00,0.789
04/11/2018,16 00 00,2.07
04/11/2018,17 00 00,3.418
04/11/2018,18 00 00,4.482
04/11/2018,19 00 00,4.98
04/11/2018,20 00 00,4.775
04/11/2018,21 00 00,3.912
04/11/2018,22 00 00,2.606
04/11/2018,23 00 00,1.183
05/11/2018,00 00 00,0.003
05/11/2018,01 00 00,-0.636
05/11/2018,02 00 00,-0.57
05/11/2018,03 00 00,0.191
05/11/2018,04 00 00,1.463
05/11/2018,05 00 00,2.932
05/11/2018,06 00 00,4.235
05/11/2018,07 00 00,5.043
05/11/2018,08 00 00,5.151
05/11/2018,09 00 00,4.527
05/11/2018,10 00 00,3.326
05/11/2018,11 00 00,1.853
05/11/2018,12 00 00,0.486
05/11/2018,13 00 00,-0.418
05/11/2018,14 00 00,-0.623
05/11/2018,15 00 00,-0.072
05/11/2018,16 00 00,1.091
05/11/2018,17 00 00,2.558
05/11/2018,18 00 00,3.939
05/11/2018,19 00 00,4.864
05/11/2018,20 00 00,5.08
05/11/2018,21 00 00,4.522
05/11/2018,22 00 00,3.324
05/11/2018,23 00 00,1.79
06/11/2018,00 00 00,0.309
06/11/2018,01 00 00,-0.741
06/11/2018,02 00 00,-1.09
06/11/2018,03 00 00,-0.641
06/11/2018,04 00 00,0.502
06/11/2018,05 00 00,2.064
06/11/2018,06 00 00,3.664
06/11/2018,07 00 00,4.91
06/11/2018,08 00 00,5.498
06/11/2018,09 00 00,5.286
06/11/2018,10 00 00,4.33
06/11/2018,11 00 00,2.877
06/11/2018,12 00 00,1.298
06/11/2018,13 00 00,0.001
06/11/2018,14 00 00,-0.683
06/11/2018,15 00 00,-0.58
06/11/2018,16 00 00,0.277
06/11/2018,17 00 00,1.654
06/11/2018,18 00 00,3.177
06/11/2018,19 00 00,4.433
06/11/2018,20 00 00,5.079
06/11/2018,21 00 00,4.933
06/11/2018,22 00 00,4.02
06/11/2018,23 00 00,2.57
07/11/2018,00 00 00,0.953
07/11/2018,01 00 00,-0.417
07/11/2018,02 00 00,-1.188
07/11/2018,03 00 00,-1.157
07/11/2018,04 00 00,-0.321
07/11/2018,05 00 00,1.12
07/11/2018,06 00 00,2.821
07/11/2018,07 00 00,4.37
07/11/2018,08 00 00,5.397
07/11/2018,09 00 00,5.66
07/11/2018,10 00 00,5.106
07/11/2018,11 00 00,3.885
07/11/2018,12 00 00,2.315
07/11/2018,13 00 00,0.799
07/11/2018,14 00 00,-0.277
07/11/2018,15 00 00,-0.641
07/11/2018,16 00 00,-0.212
07/11/2018,17 00 00,0.884
07/11/2018,18 00 00,2.343
07/11/2018,19 00 00,3.762
07/11/2018,20 00 00,4.752
07/11/2018,21 00 00,5.035
07/11/2018,22 00 00,4.524
07/11/2018,23 00 00,3.342
08/11/2018,00 00 00,1.791
08/11/2018,01 00 00,0.268
08/11/2018,02 00 00,-0.833
08/11/2018,03 00 00,-1.227
08/11/2018,04 00 00,-0.806
08/11/2018,05 00 00,0.335
08/11/2018,06 00 00,1.922
08/11/2018,07 00 00,3.577
08/11/2018,08 00 00,4.906
08/11/2018,09 00 00,5.599
08/11/2018,10 00 00,5.506
08/11/2018,11 00 00,4.669
08/11/2018,12 00 00,3.315
08/11/2018,13 00 00,1.795
08/11/2018,14 00 00,0.497
08/11/2018,15 00 00,-0.253
08/11/2018,16 00 00,-0.276
08/11/2018,17 00 00,0.416
08/11/2018,18 00 00,1.62
08/11/2018,19 00 00,2.998
08/11/2018,20 00 00,4.165
08/11/2018,21 00 00,4.795
08/11/2018,22 00 00,4.706
08/11/2018,23 00 00,3.909
09/11/2018,00 00 00,2.606
09/11/2018,01 00 00,1.131
09/11/2018,02 00 00,-0.133
09/11/2018,03 00 00,-0.858
09/11/2018,04 00 00,-0.854
09/11/2018,05 00 00,-0.113
09/11/2018,06 00 00,1.19
09/11/2018,07 00 00,2.743
09/11/2018,08 00 00,4.18
09/11/2018,09 00 00,5.168
09/11/2018,10 00 00,5.49
09/11/2018,11 00 00,5.092
09/11/2018,12 00 00,4.097
09/11/2018,13 00 00,2.772
09/11/2018,14 00 00,1.456
09/11/2018,15 00 00,0.482
09/11/2018,16 00 00,0.085
09/11/2018,17 00 00,0.348
09/11/2018,18 00 00,1.177
